NOME_EMPRESARIAL,NOME_CARGA,CNPJ_CARGA,CODIGO_CARGA
IBGM - INSTITUTO BRASILEIRO DE GESTAO & MARKETING LTDA,IBGM - RETRÔ,7397220000140.0,963398
IBGM - INSTITUTO BRASILEIRO DE GESTAO & MARKETING LTDA,IBGM - C3,7397220000140.0,963400
OLEOPLAN PARA INDUSTRIA DE BIOCOMBUSTIVEL LTDA,OLEOPLAN PARA,39796014000107.0,957568
LATICINIOS VERDE CAMPO S.A.,TROP FRUTAS LAVRAS,7757005000617.0,934093
SUPERMERCADO CAROL LTDA,SUPERMERCADO CAROL BLUMENAU,95856589000130.0,958401
SUPERMERCADO CAROL LTDA,SUPERMERCADO CAROL NOVA TRENTO,95856589000998.0,958423
SUPERMERCADO CAROL LTDA,SUPERMERCADO CAROL GASPAR,95856589001293.0,958430
SUPERMERCADO CAROL LTDA,SUPERMERCADO CAROL BRUSQUE,95856589000300.0,958462
SUPERMERCADO CAROL LTDA,SUPERMERCADO CAROL GUABIRUBA CD,95856589000130.0,958465
SUPERMERCADO CAROL LTDA,SUPERMERCADOS CAROL - COPLASWI,95856589000483.0,985029
SUPERMERCADO CAROL LTDA,SUPERMERCADOS CAROL - ÁGUAS CLARAS,95856589000726.0,985035
SUPERMERCADO CAROL LTDA,SUPERMERCADO CAROL (LIMEIRA),95856589001455.0,990141
CONCESSIONARIA DOS AEROPORTOS DA AMAZONIA S/A,AEROPORTO MANAUS - UC 07737564,42548035000100.0,958390
NUTRIALFA ALIMENTOS LTDA,NUTRIALFA ALFENAS UN03,19051962000360.0,949849
DRIL-QUIP DO BRASIL LTDA,DRIL-QUIP DO BRASIL,3432310000173.0,958745
PERFIL CONDUTORES ELETRICOS LTDA,PERFIL CONDUTORES - UC 200777608,67601435000162.0,960477
PERLEX PRODUTOS PLASTICOS LTDA,PERLEX - UC MTE0001059,60437621000169.0,960544
PROQUIGEL QUIMICA S/A,PROQUIGEL POCO 1,27515154001810.0,956454
PROQUIGEL QUIMICA S/A,PROQUIGEL POCO 5,27515154001810.0,959510
CONDOMINIO NOVA AMERICA,CONDOMÍNIO ADMINISTRADORA SHOPPING NOVA,4711184000159.0,899006
CONDOMINIO NOVA AMERICA,CONDOMINIO NOVA AMERICA,4711184000159.0,902709
NOVA AURORA MARMORES E GRANITOS LTDA,Nova Aurora Fazenda,39365754000180.0,958840
NOVA AURORA MARMORES E GRANITOS LTDA,Nova Aurora Cel borges,39365754000180.0,958855
NOVA AURORA MARMORES E GRANITOS LTDA,Nova Aurora Medina,39365754000261.0,962773
PROQUIGEL QUIMICA S/A,PROQUIGEL POCO 3,27515154001810.0,957330
PROQUIGEL QUIMICA S/A,PROQUIGEL POCO 4,27515154001810.0,960269
POLIMOLD INDUSTRIAL LTDA.,POLIMOLD,44106466000141.0,961562
KINEA RENDA IMOBILIARIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,LAGOA CORPORATE,12005956000165.0,960330
JERVOIS BRASIL METALURGIA LTDA,JERVOIS BRASIL METALURGIA LTDA,32886823000152.0,166
CERVEJARIA PETROPOLIS S/A - EM RECUPERACAO JUDICIAL,CP BTV LABRON,73410326000322.0,902133
PROQUIGEL QUIMICA S/A,PROQUIGEL POCO 2,27515154001810.0,958734
CONNAN COMERCIO NACIONAL DE NUTRICAO ANIMAL LTDA.,CONNAN,6034767000118.0,959733
ALUER ALUMINIO DO BRASIL LTDA,ALUER ALUMINIO - UC 4000032535,7442216000156.0,962057
SPE GL EVENTS CENTRO DE CONVENCOES ANHEMBI S.A.,GL ANHEMBI PAV FEIRA,41542832000117.0,953495
MADEIREIRA TRES ESTADOS LTDA,MADEIREIRA TRES ESTADOS,82745332000674.0,958956
OLIM AGRO CEREAIS LTDA,OLIM AGRO JACINTO MACHADO - UC 8322,3451117000180.0,957888
CLUBE ATLETICO INDIANO,CLUBE ATLÉTICO INDIANO,61039426000143.0,955263
INJEMAX PLASTICOS LTDA,INJEMAX,4928324000145.0,955268
VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,30222814000131.0,915556
MISSAO SALESIANA DE MATO GROSSO,COLEGIO DOM BOSCO - 3001855-7,3226149001404.0,956433
MISSAO SALESIANA DE MATO GROSSO,DOM BOSCO GINÁSIO,3226149001404.0,989419
SPE GL EVENTS CENTRO DE CONVENCOES ANHEMBI S.A.,GL ANHEMBI PALACIO,41542832000117.0,953414
HOTEL TAROBA LTDA,Hotel Tarobá Express -  UC 34762590,79132718000272.0,964379
HOTEL TAROBA LTDA,Hotel Tarobá Matriz - UC 86925334,79132718000191.0,964393
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Grajaú,42288184000187.0,961369
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Eng. Cardoso,42288184000187.0,961382
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Pinheiros,42288184000187.0,961387
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,General Miguel Costa,42288184000187.0,961389
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Itapevi UC 201137660,42288184000187.0,961397
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Jurubatuba,42288184000187.0,961398
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Vila Olímpia,42288184000187.0,961399
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Vila Natal - Mendes,42288184000187.0,961400
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Interlagos,42288184000187.0,961401
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Cidade Universitária,42288184000187.0,961402
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Jaguaré 2,42288184000187.0,961416
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Jandira,42288184000187.0,961417
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Presidente Altino Prédio ADM,42288184000187.0,961422
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Comandante Sampaio,42288184000187.0,961452
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Cidade Jardim,42288184000187.0,961453
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Socorro,42288184000187.0,961454
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Pátio Bolívia,42288184000187.0,961470
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Berrini,42288184000187.0,961475
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Presidente Altino Estação,42288184000187.0,961476
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Autódromo,42288184000187.0,961477
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Hebraica Rebouças,42288184000187.0,961492
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Santo Amaro UC MTE0007579,42288184000187.0,962533
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Carapicuíba,42288184000187.0,963075
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Quitaúna,42288184000187.0,963117
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Morumbi,42288184000187.0,964347
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Barueri,42288184000187.0,964370
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Domingo de Moraes,42288184000187.0,964371
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Ceasa,42288184000187.0,964381
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,João Dias,42288184000187.0,964388
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Osasco 201398754,42288184000187.0,965515
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Jardim Belval,42288184000187.0,966966
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Granja Julieta,42288184000187.0,967028
CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A.,Jardim Silveira,42288184000187.0,967029
TERMINAL MARITIMO LUIZ FOGLIATTO S/A,TERMASA RIO GRANDE - UC 19226793,74109828000119.0,958954
BRASCAL CALCAREO DO BRASIL LTDA,Brascal UC 7384610,76013440000145.0,957883
S.R. ENGENHARIA INDUSTRIAL LTDA,SR Engenharia Matriz - UC 3095162133,91936005000186.0,959661
S.R. ENGENHARIA INDUSTRIAL LTDA,SR Engenharia Pintura - UC 3095640589,91936005000186.0,959662
EMAD - EMPRESA ARMAZENADORA DE DOURADOS S/A,ARMAZENADORA DOURADOS 9001254,24655631000107.0,955371
AROGRAN GRANITOS LTDA,AROGRAN GRANITOS - 9501933,7674052000273.0,955332
CURVO GLASS INDUSTRIAL DE VIDROS LTDA,CURVO GLASS INDUSTRIAL DE VIDROS LTDA,4660484000156.0,955408
DECOR INDUSTRIA E COMERCIO DE MOVEIS LTDA,DECOR UC 3085185008,12508989000128.0,955341
FFS FILMES LTDA,FFS Filmes,4134670000151.0,955355
PIMENTA VERDE ALIMENTOS LTDA.,CAJAMAR,9060964000108.0,958309
PIMENTA VERDE ALIMENTOS LTDA.,IMC - Carvalho Pinto,9060964011134.0,958522
PIMENTA VERDE ALIMENTOS LTDA.,IMC - Aparecida - UC 150454905,9060964011649.0,958564
PIMENTA VERDE ALIMENTOS LTDA.,IMC- Taubaté - UC 150329171,9060964011215.0,958565
PIMENTA VERDE ALIMENTOS LTDA.,IMC- Roseira - 150498515,9060964011720.0,958706
PIMENTA VERDE ALIMENTOS LTDA.,IMC - Jaguariuna - UC 3060002381,9060964012106.0,959445
PIMENTA VERDE ALIMENTOS LTDA.,IMC - Diadema,9060964010324.0,961617
PIMENTA VERDE ALIMENTOS LTDA.,Cesário Lange - 37875280,9060964012378.0,963644
PIMENTA VERDE ALIMENTOS LTDA.,Atibaia - 30941458,9060964011053.0,963658
PIMENTA VERDE ALIMENTOS LTDA.,Dom Pedro - 14712172,9060964011800.0,963691
PIMENTA VERDE ALIMENTOS LTDA.,Espelho - 35517832,9060964011487.0,963697
PIMENTA VERDE ALIMENTOS LTDA.,Fernão Dias - 35147547,9060964011304.0,963700
PIMENTA VERDE ALIMENTOS LTDA.,IMC Caieiras - 14743469,9060964010839.0,964893
PIMENTA VERDE ALIMENTOS LTDA.,IMC Castelo Branco - 2036285087,9060964010162.0,965751
PIMENTA VERDE ALIMENTOS LTDA.,IMC Restaurante Louveira - 2036269154,9060964010081.0,965767
PIMENTA VERDE ALIMENTOS LTDA.,IMC Cambuí - 436185,9060964012610.0,976052
PIMENTA VERDE ALIMENTOS LTDA.,IMC Jacareí - 103586,9060964010405.0,983964
PIMENTA VERDE ALIMENTOS LTDA.,IMC Cubatão - 2036269898,9060964010243.0,1000599
PREVENT SENIOR PRIVATE OPERADORA DE SAUDE LTDA,PREVENT SENIOR - HSM DUBAI -UC 203204967,461479009462.0,959216
PREVENT SENIOR PRIVATE OPERADORA DE SAUDE LTDA,PREVENT SENIOR - SEDE - UC 203292829,461479000163.0,963077
PREVENT SENIOR PRIVATE OPERADORA DE SAUDE LTDA,PREVENT SENIOR- HSM RUSSIA -UC 203712830,461479000163.0,964400
CONDOMINIO PARQUE TORINO,G3 - CONDOMINIO PARQUE TORINO,22914528000109.0,955671
DIVERTOYS INDUSTRIA E COMERCIO LTDA.,DIVERTOYS,8816636000118.0,955259
FUNDIACO LTDA,Fundiaço,2528229000129.0,955346
CONDOMINIO DO EDIFICIO GLOBAL TOWER,Global Tower - UC 160020862,8183221000154.0,955349
SAL - EMPREENDIMENTOS LTDA,HOTEL ESMERALDA,4201876000157.0,955375
ICEBERG INDUSTRIA & COMERCIO DE GELO LTDA,ICEBERG,10327776000174.0,955306
JAPARATINGA RESORT LTDA,Japaratinga Resort,17022762000191.0,955244
MHB MINERACAO BRASILEIRA LTDA,MHB - 9502048,4291481000192.0,955269
HOTEL NACIONAL INN JARAGUA LTDA,NOVOTEL JARAGUA - UC MTE0003717,5153506000235.0,955253
PENHASCO MARMORES E GRANITOS LTDA,Penhasco Granitos - UC 9501418,32488835000129.0,955390
CERAMICA SERTORINA LTDA,SERTORINA,89848808000137.0,955290
"ABREU E LIMA LOGISTICA, ARMAZENAGEM, TRANSPORTES E DISTRIBUICAO LTDA",ABREU E LIMA LOGISTICA,8057729000106.0,955267
BRASPO TERCEIRIZACOES LTDA.,BRASPO - UC.29074976,1322670000197.0,955368
CONDOMINIO DO EDIFICIO ENSEADA TRADE CENTER,COND DO EDIFICIO ENSEADA TRADE CENTER,9297543000197.0,955302
FLASH COVER CAPOTAS MARITIMAS LTDA,FLASH COVER CAPOTAS MARITIMAS LTDA,47476916000267.0,955347
PHS COMERCIO DE GENEROS ALIMENTICIOS LTDA,PHS COMERCIO DE GENEROS ALIMENTICIOS,3364589000103.0,955410
GERAL METAIS INDUSTRIAL LTDA,GERAL METAIS,10948316000163.0,955262
NATHALIA NEVES LEITE LTDA,HD VIDROS 857370,10930219000143.0,955357
LUARTE COMERCIO DE PEDRAS LTDA,LUARTE - 9502039,6789953000167.0,955379
MINEROCHA CATARINENSE LTDA.,MINEROCHA CATARINENSE LTDA.,2720984000100.0,955352
MOINHOS PRIFAL LTDA,MOINHOS PRIFAL LTDA,88301791000130.0,955409
PLASBAL INDUSTRIA DE RECICLAGEM DE PLASTICOS LTDA,Plasbal,6200154000103.0,954667
FRIGORIFICO SANTA RITA LTDA,FORTEZA,5147458000191.0,955316
FOLHITO LTDA,FOLHITO UC 4002280693,234266000603.0,955297
GRUNPLAS INDUSTRIA E COMERCIO DE PLASTICOS LTDA,GRUNPLAS TOLEDO - UC 109385594,86808466000133.0,955257
GUERRA IMPLEMENTOS RODOVIARIOS S/A,GUERRA SUMARÉ UC 13184547,31008318000657.0,959705
IMACOL GRAOS LTDA,IMACOL UC 3082141536,20266716000142.0,955238
METALTRON REVESTIMENTOS METALICOS LTDA,METALTRON REVESTIMENTOS METALICOS LTDA,916349000178.0,955289
SAO BERNARDO APART HOSPITAL S/A,SAO BERNARDO APART HOSP - UC 089760,7039651000134.0,954752
LATICINIO SEVILHA LTDA,LATICINIO SEVILHA LTDA,20369278000148.0,955254
BARZ & CIA LTDA,TORDILHO,79826000198.0,955248
USINA PAINEIRAS SOCIEDADE ANONIMA,Usina Paineiras,27777903000130.0,955319
MADEIREIRA VONSOVICZ LTDA,Madeireira Vonsovicz - UC 48926400,84926740000143.0,955376
TOLEDO INDUSTRIA E COMERCIO DE BRITAS LTDA,TOLEDO BRITAS,39285762000117.0,955249
J.R.D. INDUSTRIA FARMACEUTICA LTDA,UNIPHAR - JRD FARMACEUTICA,3869526000281.0,955304
SOL SALINAS HOTELARIA E SERVICOS LTDA.,Sol Salinas,7811608000145.0,955353
SULFRIO INDUSTRIA DE GELO LTDA,SULFRIO UC 67457673,8976655000101.0,955351
LATICINIOS BELOS MONTES LTDA,Laticínios Belos Montes,7623836000191.0,959998
EDIFICIO FARIA LIMA SQUARE,MTE0017164,8333582000130.0,898249
PEDREIRA NOVA BIRITIBA MIRIM LTDA,PEDREIRA NOVA BIRITIBA MIRIM LTDA,32931696000166.0,958185
SOCIEDADE HIPICA PAULISTA,SOCIEDADE HIPICA PAULISTA,62478938000179.0,959689
BOTTCHER DO BRASIL LTDA.,BOTTCHER,2740399000172.0,961209
KOLTUN & COLATUSSO LTDA,COLATUSSO - UC 1622190,84897313000346.0,958790
KOLTUN & COLATUSSO LTDA,COLATUSSO - UC 1466250,84897313000699.0,958804
KOLTUN & COLATUSSO LTDA,COLATUSSO - UC 1611050,84897313000427.0,958810
KOLTUN & COLATUSSO LTDA,COLATUSSO - UC 1588150,84897313000184.0,958812
KOLTUN & COLATUSSO LTDA,COLATUSSO SITIO CERCADO UC 109249860,84897313000508.0,963637
AVINE COMERCIAL E AVICOLA DO NORDESTE LTDA,AVINE COM. E AVICOLA DO NE LTDA 1428363,41434556000416.0,961212
AVINE COMERCIAL E AVICOLA DO NORDESTE LTDA,AVINE COM E AVIC. DO NORD. LTDA 9006265,41434556001145.0,961213
AVINE COMERCIAL E AVICOLA DO NORDESTE LTDA,AVINE COMERCIAL E AVIC. NE LTDA 1404469,41434556000173.0,962592
AVINE COMERCIAL E AVICOLA DO NORDESTE LTDA,AVINE COM. E AVICOLA DO NE LTDA 1301136,41434556000254.0,965791
AVINE COMERCIAL E AVICOLA DO NORDESTE LTDA,AVINE COM. E AVICOLA DO NE LTDA 1646927,41434556000416.0,967291
COMFRIO SOLUCOES LOGISTICAS S/A,COMFRIO - JARINU - SP,1413969001129.0,899916
SMARTECH EMPREENDIMENTOS E PARTICIPACOES LTDA.,Smartech,10929779000188.0,961233
MARCIANO ARTEFATOS PLASTICOS LTDA,MARCIANO PLASTICOS,9271899000151.0,959615
PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,BREJEIRO PELOTAS,53309845001525.0,915752
TEXTIL ITAJA LTDA,TEXTIL ITAJÁ LTDA,45420726000111.0,959599
MOEMA BIOENERGIA S.A,BUNGE AÇÚCAR E BIOENERGIA S.A. MVE Carga,49972326003861.0,938835
COPACOL-COOPERATIVA AGROINDUSTRIAL CONSOLATA,COPACOL ABAT TOLEDO - UC 82179816,76093731007950.0,946919
DANONE LTDA,DANONE - MARACANAU CE,23643315009885.0,71753
DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS SAO ROQUE LTDA,DISTRIB SAO ROQUE SIM (30136408),3705630000583.0,959605
DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS SAO ROQUE LTDA,DISTRIB SAO ROQUE SANTA MONICA (6730416),3705630000150.0,959622
DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS SAO ROQUE LTDA,DISTRIB SAO ROQUE CALUMBI (60189633),3705630001121.0,959630
DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS SAO ROQUE LTDA,DISTRIB SAO ROQUE MANGABEIRA (60074155),3705630000400.0,959632
CLIMAZON INDUSTRIAL LTDA,CLIMAZON P3 - UC 5955084,4222931000195.0,953045
SEB ESCOLAS DE ALTA PERFORMANCE S.A.,SEB COC JADIM DA PENHA - UC 851678,33268567001255.0,935865
SEB ESCOLAS DE ALTA PERFORMANCE S.A.,SEB COC PORTUGAL - UC 16267737,33268567000879.0,935923
SEB ESCOLAS DE ALTA PERFORMANCE S.A.,SEB COC PORTUGAL - UC 27710602,33268567000879.0,935927
SEB ESCOLAS DE ALTA PERFORMANCE S.A.,SEB COC LAFAIETE -  UC15847950,33268567001093.0,936977
SEB ESCOLAS DE ALTA PERFORMANCE S.A.,SEB COC VILA VELHA - UC 1003441,33268567002308.0,937058
SEB ESCOLAS DE ALTA PERFORMANCE S.A.,SEB COC RIO PRETO - UC 21283869,33268567000283.0,937190
SEB ESCOLAS DE ALTA PERFORMANCE S.A.,SEB COLEGIO VISAO - UC 14660600,33268567001336.0,943517
SEB ESCOLAS DE ALTA PERFORMANCE S.A.,SEB COC RIBEIRANIA - UC 17349915,33268567000950.0,944568
SEB ESCOLAS DE ALTA PERFORMANCE S.A.,SEB AZ AMERICAS - UC 420514030,33268567001840.0,975677
CONDOMINIO - SETOR OFFICES,Setor Offices,34999178000100.0,958217
COMFRIO SOLUCOES LOGISTICAS S/A,COMFRIO - BAURU - UC 4001420884,1413969002109.0,938884
DANONE LTDA,DANONE ELN - UC 18847568,23643315014293.0,919055
FUGA S/A,FUGA COUROS - JALES I - SP,91302349001458.0,902737
ICONIC LUBRIFICANTES S.A.,ICONIC - SAO CRISTOVAO - UC 400104507,5524572003028.0,936418
CONDOMINIO GERAL DO MILLENNIUM CENTER,COND MILLENIUM - LOJAS - MANAUS - AM,7119723000153.0,908846
COMFRIO SOLUCOES LOGISTICAS S/A,COMFRIO - LIMEIRA - SP,1413969000742.0,900353
FUGA S/A,FUGA COUROS - HIDROLANDIA - GO,91302349001377.0,904051
ICONIC LUBRIFICANTES S.A.,ICONIC - OSASCO - UC MTE0001152,5524572001670.0,937044
AEROPORTOS DO NORDESTE DO BRASIL S.A.,AENA SBMO RIO LARGO - UC 0905992-0,33919741000715.0,950858
AEROPORTOS DO NORDESTE DO BRASIL S.A.,AEROPORTO DO NORDESTE SBAR - UC 2324598,33919741000472.0,945608
MINERADORA AGRO ROQUE LTDA,AGRO ROQUE UC 106290576,9589262000108.0,960276
CENTRO TECNOLOGICO RANDON LTDA,RANDON CTR,39467936000162.0,958765
GRAMADO TERMAS PARK PARQUES TEMATICOS LTDA - EM RECUPERACAO JUDICIAL,ACQUAMOTION GRAMADO PARK - UC 308572964,15195705000189.0,959473
SERVICO MUNICIPAL DE AGUA E ESGOTOS-SEMAE,SEMAE - Unidade CAPTAÇÃO - 3092544022,88368386000130.0,957578
SERVICO MUNICIPAL DE AGUA E ESGOTOS-SEMAE,SEMAE - Unidade DNOS3 - 3092218269,88368386000130.0,962665
CENTRO INF DE INVEST HEMAT DR DOMINGOS A BOLDRINI,BOLDRINI UC 36910813,50046887000127.0,961328
CENTRO INF DE INVEST HEMAT DR DOMINGOS A BOLDRINI,BOLDRINI UC 10629548,50046887000127.0,961391
CENTRO INF DE INVEST HEMAT DR DOMINGOS A BOLDRINI,Boldrini UC 4002552556,50046887000127.0,962800
MACROPLASTIC INDUSTRIA E COMERCIO DE EMBALAGENS S.A.,Macroplastic UC 29774900,78696499000100.0,930751
MARCHESAN IMPLEMENTOS E MAQUINAS AGRICOLAS TATU S A,MARCHESAN REVENIL - SP - UC 4002296322,52311289000163.0,919492
VETROEX INDUSTRIA E COMERCIO DE VIDROS DE SEGURANCA LTDA,VETROEX MATRIZ,5376730000105.0,933369
EMBRAER S.A.,EMBRAER SOROCABA - UC 4000961397,7689002001401.0,935581
INYLBRA INDUSTRIA E COMERCIO LTDA,INYLBRA - JACAREÍ,59135509000607.0,72391
TORRES E PEDROSA COMERCIO DE AGUAS MINERAIS LTDA,AGUA MINERAL SANTA JOANA (MATRIZ),9324366000190.0,955846
SAIM - SOCIEDADE ANONIMA INDUSTRIAS MASTERPLAST,SAIM MASTERPLAST,42632288000167.0,959405
ENERGIA ERBS INDUSTRIA E TRANSPORTE LTDA,BOTUVERA ACUMULADORES - BOTUVERA -SC,17645625003129.0,901495
ATACADAO S.A.,ATACADÃO LJ 153,75315333015300.0,922451
ATACADAO S.A.,ATACADAO LJ 113,75315333011305.0,945486
ATACADAO S.A.,ATACADAO LJ 127,75315333012700.0,945771
ATACADAO S.A.,ATACADAO LJ 118,75315333011810.0,953569
ATACADAO S.A.,ATACADAO LJ 149,75315333014916.0,954014
ATACADAO S.A.,ATACADAO LJ 138,75315333013863.0,957856
ATACADAO S.A.,ATACADAO LJ 188,75315333018822.0,961661
ATACADAO S.A.,ATACADAO LJ 159,75315333015998.0,966767
ATACADAO S.A.,ATACADAO LJ 238,75315333023826.0,967041
ATACADAO S.A.,ATACADAO LJ 230,75315333023079.0,973865
ATACADAO S.A.,ATACADAO LJ 255,75315333025527.0,977561
ATACADAO S.A.,ATACADAO LJ 276,75315333027651.0,900876
ATACADAO S.A.,ATACADAO LJ 281,75315333028119.0,902953
ATACADAO S.A.,ATACADAO LJ 182,75315333018237.0,920131
ATACADAO S.A.,ATACADAO LJ 200,75315333020053.0,923751
ATACADAO S.A.,ATACADAO LJ 215,75315333021530.0,967161
ATACADAO S.A.,ATACADAO LJ 274,75315333027490.0,898366
ATACADAO S.A.,ATACADAO LJ 298,75315333029867.0,900933
ATACADAO S.A.,ATACADAO LJ 273,75315333027309.0,906378
ATACADAO S.A.,ATACADÃO LJ 68,75315333006816.0,944405
ATACADAO S.A.,ATACADAO LJ 50,75315333005097.0,968116
HBA HUTCHINSON BRASIL AUTOMOTIVE LTDA,HBA - FÁBRICA IV,52850682001105.0,70564
TECELAGEM ATLANTICA LTDA,TECELAGEM ATLANTICA - UC 29810184,83602896000106.0,960076
SIM EMPREENDIMENTOS COMERCIAIS - SUPERMERCADOS LTDA,UC 9/2346947-1,36275052000118.0,935717
SIM EMPREENDIMENTOS COMERCIAIS - SUPERMERCADOS LTDA,Unisuper 9/3015314-2,36275052000207.0,939378
SIM EMPREENDIMENTOS COMERCIAIS - SUPERMERCADOS LTDA,Unisuper 9/3022910-8,36275052000380.0,939485
SIM EMPREENDIMENTOS COMERCIAIS - SUPERMERCADOS LTDA,SIM EMPREENDIMENTOS COMERCIAIS SUP. LTDA,36275052000460.0,965789
HACO ETIQUETAS LTDA,HACO ETIQUETAS - MASSARANDUBA - SC,82645862000489.0,899917
EXCELLENT REVESTIMENTOS TECNICOS LTDA,EXCELLENT FILIAL,12540203000311.0,7171
EXCELLENT REVESTIMENTOS TECNICOS LTDA,EXCELLENT REVESTIMENTOS TECNICOS LTDA-EP,12540203000150.0,933292
ORGANIZACAO MOGIANA DE EDUCACAO E CULTURA SOCIEDADE SIMPLES LIMITADA,UMC SEDE,52562758000117.0,930824
ORGANIZACAO MOGIANA DE EDUCACAO E CULTURA SOCIEDADE SIMPLES LIMITADA,UMC CAMPUS ESPORTIVO,52562758000702.0,930825
ORGANIZACAO MOGIANA DE EDUCACAO E CULTURA SOCIEDADE SIMPLES LIMITADA,UMC - POLICLINICA MÉDICA,52562758000540.0,934686
AB MAURI BRASIL LTDA,ABBRASIL SOROCABA - UC 60013148,60934551000154.0,70948
SUBCONDOMINIO PRAIA DE BELAS SHOPPING CENTER,IGUATEMI P BELAS 2 - PORTO ALEGRE RS,94347283000196.0,889700
BAYER S.A.,BAYER PAULINIA - UC 4000318050,18459628002169.0,940956
FERNANDEZ SOCIEDADE ANONIMA INDUSTRIA DE PAPEL,FERNANDEZ INDUSTRIA DE PAPEL UNID. III,43468701000162.0,890385
ATACADAO S.A.,ATACADAO LJ 304,75315333030440.0,898766
ATACADAO S.A.,ATACADÃO LJ 293,75315333029352.0,901356
